this is run 0
1.475705194473266602e+01,7.561179669525204261e-01,6.158499697519661531e-01
3.312562298774719238e+01,7.387575820957958950e-01,6.733212341197821749e-01
3.235389828681945801e+01,7.492156452624973983e-01,6.860254083484573773e-01
2.790476226806640625e+01,7.538171930558460465e-01,6.781609195402298340e-01
2.798116993904113770e+01,7.475423551558251223e-01,6.981246218995765807e-01
2.799413609504699707e+01,7.358293244091194119e-01,7.132486388384754461e-01
2.829925417900085449e+01,7.580004183225266257e-01,6.987295825771324687e-01
2.821457815170288086e+01,7.617653210625392468e-01,6.908650937689050364e-01
2.771398925781250000e+01,7.659485463292198260e-01,6.950998185117966965e-01
2.782599186897277832e+01,7.565362894791884951e-01,7.005444646098003547e-01
2.800720691680908203e+01,7.594645471658648672e-01,7.029643073200242398e-01
2.805474305152893066e+01,7.709684166492365431e-01,6.938898971566848095e-01
2.816255307197570801e+01,7.661577075925538605e-01,6.975196612220205816e-01
2.818969750404357910e+01,7.684584814892282401e-01,6.926799758015729225e-01
2.806946349143981934e+01,7.582095795858606602e-01,7.035692679975801278e-01
2.827789425849914551e+01,7.690859652792302326e-01,6.987295825771324687e-01
2.837476396560668945e+01,7.674126751725580675e-01,6.999395039322443557e-01
2.787773513793945312e+01,7.688768040158963091e-01,6.963097398669086946e-01
2.774555730819702148e+01,7.636477724325454464e-01,6.987295825771324687e-01
2.790194821357727051e+01,7.747333193892491643e-01,6.890502117362371504e-01
2.786206507682800293e+01,7.630202886425434539e-01,6.969147005444645826e-01
2.801681375503540039e+01,7.761974482325872948e-01,6.932849364791288105e-01
2.812104177474975586e+01,7.600920309558669707e-01,7.047791893526921259e-01
2.804201292991638184e+01,7.496339677891654674e-01,7.168784029038112182e-01
2.810648202896118164e+01,7.423133235724743706e-01,7.283726557773744226e-01
2.833057308197021484e+01,7.341560343024471358e-01,7.362371445856019658e-01
2.815534543991088867e+01,7.291361639824304186e-01,7.410768300060496250e-01
2.808229017257690430e+01,7.347835180924492393e-01,7.338173018753780807e-01
2.820173788070678711e+01,7.287178414557623496e-01,7.404718693284936260e-01
2.809817290306091309e+01,7.372934532524576534e-01,7.289776164549304216e-01
2.798902177810668945e+01,7.398033884124659565e-01,7.326073805202661937e-01
2.797494697570800781e+01,7.356201631457853773e-01,7.350272232304899678e-01
2.837897109985351562e+01,7.289270027190963841e-01,7.386569872958257399e-01
2.867082309722900391e+01,7.255804225057519430e-01,7.398669086509377379e-01
2.854834604263305664e+01,7.339468730391131013e-01,7.356321839080459668e-01
2.840050125122070312e+01,7.343651955657811703e-01,7.326073805202661937e-01
2.817510032653808594e+01,7.335285505124451433e-01,7.338173018753780807e-01
2.805786538124084473e+01,7.272537126124242191e-01,7.410768300060496250e-01
2.813518524169921875e+01,7.289270027190963841e-01,7.422867513611615120e-01
2.808626365661621094e+01,7.324827441957749707e-01,7.344222625529340798e-01
2.816296863555908203e+01,7.282995189290942806e-01,7.344222625529340798e-01
2.829369711875915527e+01,7.259987450324200120e-01,7.398669086509377379e-01
2.821123623847961426e+01,7.312277766157707637e-01,7.332123411978221927e-01
2.815786218643188477e+01,7.278811964024263226e-01,7.338173018753780807e-01
2.851094293594360352e+01,7.253712612424179085e-01,7.410768300060496250e-01
2.857297778129577637e+01,7.253712612424179085e-01,7.428917120387175110e-01
2.818632912635803223e+01,7.272537126124242191e-01,7.441016333938293981e-01
2.795131850242614746e+01,7.289270027190963841e-01,7.320024198427101947e-01
2.804487133026123047e+01,7.243254549257477359e-01,7.453115547489412851e-01
2.852642107009887695e+01,7.318552604057728672e-01,7.338173018753780807e-01
2.843570995330810547e+01,7.264170675590880810e-01,7.374470659407138529e-01
2.817206788063049316e+01,7.259987450324200120e-01,7.386569872958257399e-01
2.802906203269958496e+01,7.230704873457435289e-01,7.404718693284936260e-01
2.800760912895202637e+01,7.287178414557623496e-01,7.368421052631578538e-01
2.833890128135681152e+01,7.247437774524158050e-01,7.422867513611615120e-01
2.829947614669799805e+01,7.230704873457435289e-01,7.410768300060496250e-01
2.814643979072570801e+01,7.241162936624137014e-01,7.398669086509377379e-01
2.825614500045776367e+01,7.262079062957540465e-01,7.368421052631578538e-01
2.821745920181274414e+01,7.241162936624137014e-01,7.386569872958257399e-01
2.824302816390991211e+01,7.293453252457644531e-01,7.320024198427101947e-01
2.818817424774169922e+01,7.144948755490483361e-01,7.501512401693889442e-01
2.817641210556030273e+01,7.255804225057519430e-01,7.422867513611615120e-01
2.825814366340637207e+01,7.247437774524158050e-01,7.416817906836055130e-01
2.815614151954650879e+01,7.272537126124242191e-01,7.392619479733817389e-01
2.820295691490173340e+01,7.306002928257686602e-01,7.307924984875983077e-01
2.804287600517272949e+01,7.264170675590880810e-01,7.398669086509377379e-01
2.803566718101501465e+01,7.249529387157498395e-01,7.416817906836055130e-01
2.839151024818420410e+01,7.211880359757373293e-01,7.471264367816091712e-01
2.836537694931030273e+01,7.220246810290734674e-01,7.434966727162733990e-01
2.834996104240417480e+01,7.262079062957540465e-01,7.428917120387175110e-01
2.835033893585205078e+01,7.207697134490692603e-01,7.416817906836055130e-01
2.817069101333618164e+01,7.176322944990587427e-01,7.477313974591651702e-01
2.802186751365661621e+01,7.199330683957331223e-01,7.483363581367210582e-01
